alpha_power,beta_power,theta_power,heart_rate,RMSSD,SDNN,LF_HF_ratio,stress
0.5207043197513334,0.48161633928546843,0.5358971450499347,81.91302072863446,26.741473212614423,51.2258219231053,1.429097904236951,False
0.4860281073928923,0.4984928567165259,0.505927988140772,77.41902162216084,26.47455044286757,51.6417943921339,1.632579664754219,True
0.5255730000438867,0.5304311019505439,0.5488518986938561,83.13184011774578,29.3726369139134,52.56192792965667,1.5937915537510654,True
0.4773094776414709,0.4998919238272829,0.5067405417725566,80.85937513612826,26.90088572818284,45.035337691315114,1.3989401780071087,False
0.49096688913232134,0.543247058619737,0.4988447459149788,76.62871123024118,28.304709744067445,49.07455163463254,1.5224216404290793,True
0.5285127151455815,0.5177196449207693,0.500960124471973,76.57848195878725,29.780396822249575,48.84493456486141,1.5861636124497944,False
0.476809706484336,0.5603061361629905,0.473455918579193,76.76755713613625,30.471623240013876,53.68694150746718,1.5131065186215849,False
0.5092189856262983,0.5204450209211787,0.49129176367434046,75.61192242958953,30.80319718589286,44.64240052419767,1.405449312005727,False
0.485209971960235,0.5062306306148934,0.5747899855229837,78.34507823744225,29.95771610156359,48.32773084067504,1.251219134346492,False
0.516823535791047,0.5314702767751067,0.4871178337662424,79.467561390443,27.6181924165454,53.2729412755579,1.5425444864184172,True
0.49297539875829993,0.4804807229263452,0.5209466994084077,77.48944613242521,24.21277066609243,46.74454842032661,1.5556553124533758,True
0.48609746921562613,0.5081137047733951,0.5395218219690298,74.57493265759949,24.78488027126205,51.445598185155475,1.490636381126083,True
0.46426089508392054,0.5059425428230356,0.5294529646097478,74.98037230416108,30.563287590007537,50.51551801938059,1.632864082824823,True
0.46822359434333144,0.5073001834796808,0.5006381473020819,77.84581882923455,26.61891789536748,45.10858026885458,1.4586384334370357,False
0.5443983241667008,0.4387479539472713,0.5767459785700476,80.26287398944072,26.620544451871652,51.80635496117745,1.4786543220649562,False
0.5643183226797598,0.5308746691197693,0.47588976296090807,80.39982570582615,25.57765614143844,55.961183335098326,1.3719544428997534,True
0.5147575751451952,0.5152182209332189,0.4796685389074368,78.0192668094328,26.14097827961518,43.6083005605784,1.4197175556049157,False
0.5151496183694138,0.4812554426691296,0.4825495725815407,78.21015648933954,31.95288116903097,50.130544005930396,1.3331400741121804,True
0.49655790675599304,0.46161269099792895,0.49389258919692913,77.49353483042997,29.168825960944968,51.38986559035432,1.7868403055666768,True
0.497766622527015,0.5448813293446755,0.5574209406160036,77.24293949362114,29.206374862164687,53.824625123836164,1.3130183660467836,True
0.4849472886924639,0.5074466175890101,0.5129012494157321,80.07931682178943,25.558575148171684,48.122968137511364,1.5309998983165556,True
0.5203879324680403,0.47665085823793063,0.5663156900477405,83.51455103038536,30.015027379673846,48.5440824938964,1.4960980480622457,True
0.5291471285286307,0.4789963755518248,0.4748237099798298,78.71774059233344,27.913046100372274,49.807435468674505,1.5418205755887973,False
0.5236125381122736,0.48359423176278826,0.5687282771777222,77.64579441902676,28.49300955686401,47.314790473170184,1.5455904195170702,True
0.452167170236169,0.5110601992661871,0.4685926705195418,80.0908632135322,26.556524893325495,49.863463264096275,1.54914294527202,False
0.4796923399908212,0.5350334618497942,0.5148209055884821,75.36605223973032,26.683767021849487,55.612895526115345,1.4711451304124294,True
0.5215262676738789,0.43403582130139756,0.48250767684293183,77.68215493708759,27.651291484194328,52.86590167471326,1.4902084753557097,False
0.47308236885542504,0.47244044160547405,0.5365628555509195,78.69964839379051,27.856801496283865,47.226602035611336,1.3454270213309267,False
0.5316140615610471,0.4577461611090932,0.5162989408710916,81.32909952586867,25.413454084257673,53.07112863832094,1.6278865813313392,True
0.5003777720234538,0.5100337036996108,0.47200196122780413,81.38011541048274,24.585284084814106,47.339957233149626,1.517775010626803,False
0.4966301585092751,0.4973079291713832,0.4825842965058583,79.66681339801035,29.738312128778546,53.66924920128598,1.5175286778933923,False
0.5059058370760737,0.4826932439143055,0.5314129490783647,69.38321336015505,24.461848190221765,50.16480233299955,1.4793388720303953,True
0.4925289188133086,0.4433137780716341,0.5194484130153157,76.83444464073334,29.443125010252288,50.31726137381444,1.3715415734300032,False
0.5244055165210901,0.4613011730077684,0.5179220020954958,84.18757475772944,25.521785848692197,46.90242828941738,1.547347189903523,True
0.4932961164402245,0.46333616573324166,0.47031115590288985,74.46288062652059,23.576276177340986,51.00517408725235,1.4219800870882537,True
0.4827254527806596,0.45707674693645856,0.5133380800466042,81.40131029060119,27.58137236084128,50.810172075174265,1.4781346722564963,False
0.48844753158751053,0.4953296829382376,0.5118741060031222,77.3889787494691,26.265739568578198,44.36022684458287,1.4290558997572453,True
0.5196966082590149,0.49566918764228174,0.4902550584947413,81.41963568338714,29.11538212145025,51.65975365995435,1.531318447386498,True
0.5347578673702221,0.49901740189352006,0.4583128259970921,71.63443530297421,28.99644349699357,51.791684654760154,1.4540909689781008,True
0.5020258461406377,0.4801212872316246,0.4992693622321705,77.3205477034505,30.7213171916773,51.10244499642291,1.4588573392883997,True
0.5188888652577084,0.5008926841848723,0.5096509341858804,78.06393494601582,24.993839396480364,50.90332201757523,1.613731454236473,False
0.47552569145103685,0.4377982930277555,0.5084357427190813,76.89952676455594,27.848097952714955,51.74607970125418,1.560824619168497,True
0.46992411906086573,0.4828776111875157,0.4222687312356527,75.98813937277006,28.52250106246771,48.46041090645981,1.4834368589682367,False
0.4933709120140033,0.5432035164634842,0.5176573521326183,78.26874204376574,29.774581674533483,49.2234367988905,1.366327456112407,False
0.5246618047998347,0.4923506834773743,0.5415281845553156,75.00209330311527,26.378284977579323,52.544522638000004,1.4610076293440555,True
0.5289012838773297,0.47861462651968506,0.5306771129602892,81.89098363968333,31.161081373136746,51.38961887629737,1.3845637331767016,True
0.4657108910650813,0.49445293590671036,0.5409242128992153,78.5387453458188,28.975744569742147,53.98679995860623,1.5437313187038961,True
0.4027619797979278,0.5768025361480639,0.516162679773391,78.22630091670477,30.471564383644306,52.6860662922878,1.4095385625006234,False
0.5555683455352681,0.4501543981319312,0.4499424777836723,72.69468190331145,26.052907600591062,47.220856610055385,1.4341751587666152,True
0.47722602015338905,0.5204567446887893,0.5222628611602792,77.92078272912322,28.065593990823174,41.757485471824296,1.610590042435731,False
0.46307407050698135,0.4611476368380915,0.521035182269327,74.79740125723718,25.06494946849512,51.193781149840426,1.4732358909101206,True
0.4628655350351945,0.5183175723585147,0.5287010695038376,80.28016789106881,26.037668937720635,46.87386676327069,1.5876455645502936,False
0.49375633248928175,0.5128885465739775,0.5116573581359289,72.37448259106277,31.477799327595157,51.7850883975067,1.6418531345148037,False
0.463574341616368,0.543601534313531,0.44073600300938387,79.32582194870822,29.337483311185025,55.11231654876647,1.5475167746495382,False
0.4688826153702063,0.5539305958054856,0.561845107299092,77.92043622225282,27.442074139336384,50.773257620428254,1.5815501022444263,False
0.4978151326202938,0.4887553757735121,0.4932610055000893,78.60347896761851,27.46669534153117,45.39328363037868,1.589369768938911,True
0.5088836083119372,0.49190375194119884,0.5023590557094827,79.85746278301559,29.340961234482425,48.17989911570411,1.6041724664058852,True
0.5107336208104485,0.4843183093844288,0.5037567350794372,79.05189029782068,31.608696219573485,51.16042556206761,1.5185175536829914,True
0.4733145671112343,0.5373825557749289,0.5227678576936029,77.28320370249092,29.974669033178202,47.909684544711276,1.4054253939303218,True
0.5094274199778582,0.4706733426560435,0.4854834249783704,79.89243505366433,23.992275271186493,43.342098881757394,1.2167844401889432,True
0.499595083257862,0.4980176060405805,0.5119766936781583,78.96950314255434,28.95271553871244,51.666537939026746,1.5453508712554467,True
0.5200901764649012,0.4678974570102154,0.48045929318624514,76.8911689918691,28.52697443066212,46.556925830553,1.385899149024726,False
0.5193612784875544,0.5358513988677452,0.468655724179369,84.22224800924992,24.937784994888556,50.27525745334512,1.32239882459516,False
0.5475805044843606,0.5114059355301789,0.5212432603006577,73.485838877907,30.388218806094745,46.39039743383257,1.284761645539082,False
0.534066969205418,0.4970986066438882,0.4792128440661228,77.6388565081392,29.209030652710734,54.597103174034345,1.382195913262362,True
0.5309299856748785,0.5101280798622561,0.4834908453846374,77.32056332429542,25.308258153053572,47.3951218043709,1.673493657583681,True
0.5176057128140081,0.5477955987991819,0.5490029459690329,83.61989332865264,28.044931785624094,51.22928838787849,1.4860602799336766,True
0.5432381986719834,0.5212325580636643,0.5327393036178281,78.13080733911737,28.695352967076673,49.38242170735898,1.4784332362452368,False
0.5059717908672041,0.4781858847252539,0.5695798861994508,76.16469272728415,29.358746565913005,49.23146074251386,1.6170198709196604,False
0.4748083447345767,0.5758079727762087,0.5203377761401781,80.89455489929237,26.07248214757878,43.285306300025084,1.7165056067806603,False
0.5406872008571246,0.48775773880935347,0.46640990316121567,77.15601732864536,26.834482684776837,48.77569748251934,1.532159321133924,True
0.47482347430332084,0.4853718132778252,0.4992333778702566,80.74075387869975,27.047558252910683,42.092756782949365,1.4444453220513134,True
0.4823190572916737,0.5081473651158612,0.4998178726538032,77.51960161330008,28.170636285130048,48.7610065335697,1.6276965386088187,False
0.46766765666212085,0.5104274511608501,0.49558993995114536,80.42417339484344,26.79915286852259,54.02442774659264,1.6249618905296668,True
0.5176495161945373,0.5137754023768532,0.5152397398073764,75.74353078322825,27.496922227911007,46.11165000725032,1.4788333018068822,False
0.48131901440538216,0.4501711719945203,0.4354132822114255,82.02135133806944,30.844739723397016,50.544279860341916,1.4711961126077924,False
0.5061039090760167,0.4985686593157406,0.4880109144315619,80.58718041714828,26.466686824433303,50.86617098847507,1.4935815838711182,False
0.5020568892441808,0.5458865095838185,0.5126576226270585,75.46093003502737,28.03923331538798,51.389554385802754,1.496242935502052,True
0.5738972633745586,0.4662353285810487,0.5148704566391782,77.76648840896159,25.995625088437055,49.980436054311625,1.3790523064581195,True
0.5115595213918651,0.4907136068205803,0.513214242138812,83.81678699717486,26.67603564440678,54.29410034549355,1.3119989966092236,True
0.46493965887141403,0.5217729987169608,0.49827143608899244,75.74462684971445,26.011301250782974,50.24598666924068,1.4244208499841637,True
0.5006301152489828,0.45543318880889083,0.46064491302949523,75.32642332375414,28.843173221228913,52.4424552863548,1.5416446038101452,False
0.4625665045410545,0.47890470724622336,0.4575885650928506,75.47026021405142,30.38501502495595,52.46103203783737,1.694121743646375,False
0.4544189010213796,0.4715180333350417,0.5368300697741988,79.53360779857495,25.49521311117376,49.77815730317482,1.5367619840209712,False
0.517296708891673,0.48643081042252767,0.49637155554176654,81.37233815995805,27.53826725231046,53.791120032964,1.59778155496862,False
0.5342846844354506,0.5144302769521014,0.506032971401449,76.72092721138337,22.87533268240938,51.37184121384573,1.6048707126416564,True
0.4379767369988037,0.5195060353387598,0.5054306467611112,78.80738082373531,25.415474609788763,51.92143938560247,1.514098269961206,False
0.556585577036316,0.4767863240268928,0.5183832171518771,78.36801094798439,26.19875853070426,48.185766006385364,1.3706858456241353,True
0.4820182206366793,0.48407393681239036,0.4853626577556289,82.8467484706447,26.085698170209913,43.6378995420948,1.6190548594343597,False
0.47854088872220096,0.48380720959071916,0.5289163735038472,79.10186194020402,24.266920097278767,47.77254730238485,1.5779349003905332,True
0.5156582469685069,0.49307196409373966,0.5478351518967491,81.56215815469426,27.793490479701905,50.04685500184881,1.488933463144267,True
0.4965305515283528,0.5158941253374585,0.5323604250029389,82.9837776436436,26.951823204130815,49.34894884872689,1.4413468730436065,True
0.4903381545138297,0.5021995390156521,0.46317176554589023,79.27079719678038,31.098040302990373,52.82393174230245,1.39788375424397,True
0.5257297886960606,0.4808783861808045,0.5162438818461437,74.41908950473056,29.367138646400957,46.68541162081244,1.5428316692375237,False
0.5083007239799006,0.4577746491584654,0.4773810623339997,82.84612706840832,26.329714196739953,46.97433594777138,1.3997782981073275,True
